Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion
Melon Berry Mist,https://www.thecocktailproject.com/drink-recipes/melon-berry-mist,"Midori Melon Liqueur, Pinnacle Original Vodka, Midori Melon Liqueur, Pinnacle Original Vodka, Cranberry Juice, Strawberries, Cucumber",Cordials,Fruity,3,19,"Midori Melon Liqueur, Pinnacle Original Vodka, Cranberry Juice, Strawberries, Cucumber",['red'],"['bbq', 'spring', 'summer']"
Rye Opener,https://www.thecocktailproject.com/drink-recipes/rye-opener,"Alberta Rye Dark Batch Whisky, Amaro Liqueur, Alberta Rye Dark Batch Whisky, Amaro Liqueur, Kamora Coffee Liqueur, Simple Syrup, Orange Bitters, Angostura Bitters, Orange Peel",Rye Whisky,Savory,3,34,"Alberta Rye Dark Batch Whisky, Amaro Liqueur, Kamora Coffee Liqueur, Simple Syrup, Orange Bitters, Angostura Bitters, Orange Peel",['yellow'],['fall']
Rye Squeeze,https://www.thecocktailproject.com/drink-recipes/rye-squeeze,"Alberta Rye Dark Batch Whisky, Ginger Beer, Alberta Rye Dark Batch Whisky, Ginger Beer, Angostura Bitters, Orange Wedges, Orange Peel",Rye Whisky,Savory,3,63,"Alberta Rye Dark Batch Whisky, Ginger Beer, Angostura Bitters, Orange Wedges, Orange Peel",['yellow'],['fall']
Bourbon Milk Punch,https://www.thecocktailproject.com/drink-recipes/bourbon-milk-punch,"Milk, Half and Half, Milk, Half and Half, Jim Beam Original, Sugar, Powdered, Vanilla Extract, Nutmeg, Cinnamon Stick",Bourbon,Sweet,3,37,"Milk, Half and Half, Jim Beam Original, Sugar, Powdered, Vanilla Extract, Nutmeg, Cinnamon Stick",,"['fall', 'holiday', 'winter']"
Holiday Wreath,https://www.thecocktailproject.com/drink-recipes/holiday-wreath,"Jim Beam Rye, DeKuyper Razzmatazz Schnapps Liqueur, Jim Beam Rye, DeKuyper Razzmatazz Schnapps Liqueur, Apple Cider, Lemon Wheel",Bourbon,Fruity,3,36,"Jim Beam Rye, DeKuyper Razzmatazz Schnapps Liqueur, Apple Cider, Lemon Wheel",['red'],"['holiday', 'winter']"
Yule Nog,https://www.thecocktailproject.com/drink-recipes/yule-nog,"DeKuyper Buttershots Schnapps, DeKuyper Buttershots Schnapps, Better With Bitters",Bourbon,Sweet,3,41,"DeKuyper Buttershots Schnapps, Better With Bitters",,"['holiday', 'winter']"
Kiss Me Cocktail,https://www.thecocktailproject.com/drink-recipes/kiss-me-cocktail,"Jim Beam Rye, DeKuyper Strawberry Patch Schnapps Liqueur, Jim Beam Rye, DeKuyper Strawberry Patch Schnapps Liqueur, Passion Fruit Juice, Wine, Sparkling, Lemon Peel, Ice",Bourbon,Fruity,3,33,"Jim Beam Rye, DeKuyper Strawberry Patch Schnapps Liqueur, Passion Fruit Juice, Wine, Sparkling, Lemon Peel, Ice",['orange'],"['birthday', 'holiday', 'new-years']"
Laphroaig Penicillin,https://www.thecocktailproject.com/drink-recipes/laphroaig-penicillin,"Auchentoshan American Oak Single Malt Scotch Whisky, Kilbeggan Single Grain Irish Whiskey, Auchentoshan American Oak Single Malt Scotch Whisky, Kilbeggan Single Grain Irish Whiskey, Lemon Juice, Honey-Ginger Syrup*, Laphroaig Select, Candied Ginger",Scotch,Sour,3,55,"Auchentoshan American Oak Single Malt Scotch Whisky, Kilbeggan Single Grain Irish Whiskey, Lemon Juice, Honey-Ginger Syrup*, Laphroaig Select, Candied Ginger",['yellow'],"['fall', 'holiday']"
Vodka Beast,https://www.thecocktailproject.com/drink-recipes/vodka-beast,"EFFEN Black Cherry Vodka, Simple Syrup, EFFEN Black Cherry Vodka, Simple Syrup, White Cranberry Juice, Lemon Juice",Vodka,Fruity,3,54,"EFFEN Black Cherry Vodka, Simple Syrup, White Cranberry Juice, Lemon Juice",['clear'],['birthday']
Cruzan Mai Tai,https://www.thecocktailproject.com/drink-recipes/cruzan-mai-tai,"Cruzan Aged Light Rum, DeKuyper Orange Curacao Liqueur, Cruzan Aged Light Rum, DeKuyper Orange Curacao Liqueur, Orgeat Syrup, Simple Syrup, Cruzan Black Strap Rum, Mint Sprig",Cordials,Fruity,3,53,"Cruzan Aged Light Rum, DeKuyper Orange Curacao Liqueur, Orgeat Syrup, Simple Syrup, Cruzan Black Strap Rum, Mint Sprig",['yellow'],"['bbq', 'summer', 'tropical']"
Tequila Sunrise,https://www.thecocktailproject.com/drink-recipes/tequila-sunrise,"Sauza Blue Silver 100% Agave Tequila, Lime Juice, Sauza Blue Silver 100% Agave Tequila, Lime Juice, Orange Juice, Cranberry Juice, Orange Wedges, Lemon Wedges, Using Fresh Citrus",Tequila,Sweet,3,100,"Sauza Blue Silver 100% Agave Tequila, Lime Juice, Orange Juice, Cranberry Juice, Orange Wedges, Lemon Wedges, Using Fresh Citrus",['orange'],"['brunch', 'tropical']"
Melon Cooler,https://www.thecocktailproject.com/drink-recipes/melon-cooler,"EFFEN Cucumber Vodka, Midori Melon Liqueur, EFFEN Cucumber Vodka, Midori Melon Liqueur, Lime Juice, Simple Syrup, Cucumber, Melon Balls, Lime Wheel",Cordials,Sour,3,40,"EFFEN Cucumber Vodka, Midori Melon Liqueur, Lime Juice, Simple Syrup, Cucumber, Melon Balls, Lime Wheel",['green'],"['brunch', 'spring']"
Derby Fizz,https://www.thecocktailproject.com/drink-recipes/derby-fizz,"Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Lemon Sour, Club Soda, Orange Wedges",Rye Whisky,Sour,3,42,"Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Lemon Sour, Club Soda, Orange Wedges",['yellow'],"['bbq', 'spring']"
Pineapple Crush,https://www.thecocktailproject.com/drink-recipes/pineapple-crush,"Cruzan Pineapple Rum, Lime, Cruzan Pineapple Rum, Lime, Sage Leaves, Soda Water, Pineapple Wedge",Rum,Fruity,3,37,"Cruzan Pineapple Rum, Lime, Sage Leaves, Soda Water, Pineapple Wedge",['yellow'],"['bbq', 'spring', 'summer', 'tropical']"
Mango Sunset,https://www.thecocktailproject.com/drink-recipes/mango-sunset,"Cruzan Mango Rum, Lemon Sour, Cruzan Mango Rum, Lemon Sour, Mango Puree, Pomegranate Juice, Lime Wheel",Rum,Fruity,3,35,"Cruzan Mango Rum, Lemon Sour, Mango Puree, Pomegranate Juice, Lime Wheel",['orange'],"['bbq', 'spring', 'summer', 'tropical']"
Hot Buttery Barrel,https://www.thecocktailproject.com/drink-recipes/hot-buttery-barrel,"Batter, Hot Water, Batter, Hot Water, Brown Sugar, Vanilla Extract, Cinnamon, Ground, Nutmeg, Allspice",Rum,Hot,3,22,"Batter, Hot Water, Brown Sugar, Vanilla Extract, Cinnamon, Ground, Nutmeg, Allspice",['brown'],"['fall', 'game-day']"
Basil Berry Mojito,https://www.thecocktailproject.com/drink-recipes/basil-berry-mojito,"Cruzan Aged Light Rum, Cruzan Strawberry Rum, Cruzan Aged Light Rum, Cruzan Strawberry Rum, Lime, Strawberries, Basil Leaves, Soda Water, Pepper, Black",Rum,Fruity,3,37,"Cruzan Aged Light Rum, Cruzan Strawberry Rum, Lime, Strawberries, Basil Leaves, Soda Water, Pepper, Black",['orange'],"['bbq', 'spring', 'summer']"
Black Cherry Avalanche,https://www.thecocktailproject.com/drink-recipes/black-cherry-avalanche,"Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Lime Wedges, Mint Sprig, Cherries",Cordials,Frozen,3,29,"Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Lime Wedges, Mint Sprig, Cherries",['red'],"['bbq', 'spring', 'summer']"
Derby Spritzer,https://www.thecocktailproject.com/drink-recipes/derby-spritzer,"Jim Beam Bonded, Club Soda, Jim Beam Bonded, Club Soda, Mint, Fresh, Sugar, Granulated, Lime Wedges",Bourbon,Sweet,2,39,"Jim Beam Bonded, Club Soda, Mint, Fresh, Sugar, Granulated, Lime Wedges",['yellow'],"['bbq', 'spring']"
Cucumber Watermelon Martini,https://www.thecocktailproject.com/drink-recipes/cucumber-watermelon-martini,"EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, Lemonade, Lemon Peel",Cordials,Fruity,3,64,"EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, Lemonade, Lemon Peel",['pink'],"['ladies-night', 'summer']"
Sex On The Beach,https://www.thecocktailproject.com/drink-recipes/sex-on-the-beach,"DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, Cranberry Juice, Pineapple Juice",Cordials,Fruity,3,55,"DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, Cranberry Juice, Pineapple Juice",['pink'],"['ladies-night', 'summer']"
Blue Lagoon Sangria,https://www.thecocktailproject.com/drink-recipes/blue-lagoon-sangria,"White Wine, DeKuyper Blue Curacao Liqueur, White Wine, DeKuyper Blue Curacao Liqueur, Lemonade, Agave Nectar, Orange Juice, Lemon-Lime Soda, Oranges, Cherries, Star Fruit, Simple Garnishes",Cordials,Fruity,3,72,"White Wine, DeKuyper Blue Curacao Liqueur, Lemonade, Agave Nectar, Orange Juice, Lemon-Lime Soda, Oranges, Cherries, Star Fruit, Simple Garnishes",,"['bbq', 'spring', 'summer']"
Sparkling Cherry Sangria,https://www.thecocktailproject.com/drink-recipes/sparkling-cherry-sangria,"White Wine, DeKuyper Triple Sec Liqueur, White Wine, DeKuyper Triple Sec Liqueur, Soda Water, Peaches, Oranges, Lemons, Limes, Cherries, Mint Sprig, Sugar",Cordials,Fruity,3,26,"White Wine, DeKuyper Triple Sec Liqueur, Soda Water, Peaches, Oranges, Lemons, Limes, Cherries, Mint Sprig, Sugar",['yellow'],"['bbq', 'spring', 'summer']"
Everblooming Fizz,https://www.thecocktailproject.com/drink-recipes/everblooming-fizz,"Pinnacle Original Vodka, JDK & Sons Fleur Elderflower Liqueur, Pinnacle Original Vodka, JDK & Sons Fleur Elderflower Liqueur, Agave Nectar, Lime Juice, Ginger Beer, Sprig Cilantro, Cucumber",Cordials,Sour,3,30,"Pinnacle Original Vodka, JDK & Sons Fleur Elderflower Liqueur, Agave Nectar, Lime Juice, Ginger Beer, Sprig Cilantro, Cucumber",['yellow'],"['bbq', 'spring', 'summer']"
Blue Stallion Julep,https://www.thecocktailproject.com/drink-recipes/blue-stallion-julep,"Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Simple Syrup, Blueberries, Mint Sprig",Bourbon,Fruity,3,27,"Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Simple Syrup, Blueberries, Mint Sprig",,"['bbq', 'brunch', 'spring', 'summer']"
Spicy Cucumber Margarita,https://www.thecocktailproject.com/drink-recipes/spicy-cucumber-margarita,"Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Lemon Juice, Lime Juice, Cucumber, Jalapeno",Tequila,Sour,3,32,"Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Lemon Juice, Lime Juice, Cucumber, Jalapeno",['yellow'],"['bbq', 'spring', 'summer']"
DeKuyper Mintini,https://www.thecocktailproject.com/drink-recipes/dekuyper-mintini,"Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, DeKuyper Creme de Menthe Green Liqueur, Half and Half, Mint Sprig",Cordials,Sweet,3,37,"Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, DeKuyper Creme de Menthe Green Liqueur, Half and Half, Mint Sprig",,"['holiday', 'winter']"
Berry Moscow Mule,https://www.thecocktailproject.com/drink-recipes/berry-moscow-mule,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Beer, Raspberries, Lime, Basil Leaves, Using Fresh Citrus",Vodka,Fruity,3,33,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Beer, Raspberries, Lime, Basil Leaves, Using Fresh Citrus",['red'],"['bbq', 'brunch', 'spring', 'summer']"
Juicy Screw,https://www.thecocktailproject.com/drink-recipes/juicy-screw,"Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Orange Juice, Soda Water",Vodka,Fruity,3,64,"Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Orange Juice, Soda Water",['orange'],"['bbq', 'ladies-night', 'brunch', 'spring', 'summer']"
Berry Good Shandy,https://www.thecocktailproject.com/drink-recipes/berry-good-shandy,"Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Lemonade, Mixed Berries, Mint Sprig",Beer,Fruity,3,21,"Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Lemonade, Mixed Berries, Mint Sprig",,"['bbq', 'brunch', 'spring', 'summer']"
David Beams 1838 Cocktail,https://www.thecocktailproject.com/drink-recipes/david-beams-1838-cocktail,"Jim Beam Rye, Lime, Jim Beam Rye, Lime, Pineapple Juice, Velvet Falernum Liqueur, Yellow Chartreuse Liqueur, Sugar Cane, Pineapple Parrot",Rye Whisky,Spicy,3,36,"Jim Beam Rye, Lime, Pineapple Juice, Velvet Falernum Liqueur, Yellow Chartreuse Liqueur, Sugar Cane, Pineapple Parrot",['yellow'],"['bbq', 'fall', 'game-day', 'thanksgiving', 'winter']"
Courvoisier Classic,https://www.thecocktailproject.com/drink-recipes/courvoisier-classic,"Courvoisier VS Cognac, Sugar Cubes, Courvoisier VS Cognac, Sugar Cubes, Peychaud's Bitters, Absinthe, Lemon Peel",Cognac,Sweet,3,27,"Courvoisier VS Cognac, Sugar Cubes, Peychaud's Bitters, Absinthe, Lemon Peel",['brown'],"['ladies-night', 'new-years', 'wedding']"
Tropical Spice,https://www.thecocktailproject.com/drink-recipes/tropical-spice,"Calico Jack Spiced Rum, Cruzan Coconut Rum, Calico Jack Spiced Rum, Cruzan Coconut Rum, Pineapple Juice, Cranberry Juice, Maraschino Cherries, Simple Garnishes",Rum,Sweet,3,42,"Calico Jack Spiced Rum, Cruzan Coconut Rum, Pineapple Juice, Cranberry Juice, Maraschino Cherries, Simple Garnishes",['yellow'],"['bbq', 'game-day', 'summer', 'tropical']"
Cognac Summit,https://www.thecocktailproject.com/drink-recipes/cognac-summit,"Courvoisier VSOP Cognac, Lime peel, Courvoisier VSOP Cognac, Lime peel, Ginger, Lemon-Lime Soda, Cucumber peel",Cognac,Sweet,3,37,"Courvoisier VSOP Cognac, Lime peel, Ginger, Lemon-Lime Soda, Cucumber peel",['yellow'],"['birthday', 'ladies-night', 'spring', 'valentines-day', 'wedding']"
Classic Mojito,https://www.thecocktailproject.com/drink-recipes/classic-mojito,"Cruzan Aged Light Rum, Simple Syrup, Cruzan Aged Light Rum, Simple Syrup, Lime Wedges, Fresh Mint Leaves, Soda Water",Rum,Sweet,3,49,"Cruzan Aged Light Rum, Simple Syrup, Lime Wedges, Fresh Mint Leaves, Soda Water",['clear'],"['bbq', 'ladies-night', 'spring', 'summer', 'tropical']"
Shining Light Spice,https://www.thecocktailproject.com/drink-recipes/shining-light-spice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Grapefruit Juice, Lemon Wedges",Bourbon,Sour,3,25,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Grapefruit Juice, Lemon Wedges",['yellow'],
Louisville Skyline,https://www.thecocktailproject.com/drink-recipes/louisville-skyline,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist, Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist",Bourbon,Savory,3,35,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist",['brown'],['fall']
Spiced Cherry Sipper,https://www.thecocktailproject.com/drink-recipes/spiced-cherry-sipper,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Maraschino Cherries",Bourbon,Sweet,3,34,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Maraschino Cherries",['brown'],
Spiced Cocoa,https://www.thecocktailproject.com/drink-recipes/spiced-cocoa,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Sugar, Salt, Cayenne Pepper",Bourbon,Hot,3,39,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Sugar, Salt, Cayenne Pepper",['brown'],['winter']
Minted Joe,https://www.thecocktailproject.com/drink-recipes/minted-joe,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Angostura Bitters, Fresh Mint Leaves",Bourbon,Savory,3,21,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Angostura Bitters, Fresh Mint Leaves",,['brunch']
Spiced Christmas Punch,https://www.thecocktailproject.com/drink-recipes/spiced-christmas-punch,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Black Tea, Apple Cider, Lemon Juice, Simple Syrup, Angostura Bitters, Club Soda, Cinnamon Stick, Apple Slices, Nutmeg",Bourbon,Fruity,3,60,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Black Tea, Apple Cider, Lemon Juice, Simple Syrup, Angostura Bitters, Club Soda, Cinnamon Stick, Apple Slices, Nutmeg",['orange'],"['fall', 'holiday', 'winter']"
Independence Spice,https://www.thecocktailproject.com/drink-recipes/independence-spice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Simple Syrup, Blackberries, Fresh Mint Leaves, Wine, Sparkling",Bourbon,Sour,3,37,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Simple Syrup, Blackberries, Fresh Mint Leaves, Wine, Sparkling",['red'],['spring']
Pumpkin Bourbon Cider,https://www.thecocktailproject.com/drink-recipes/pumpkin-bourbon-cider,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Vermouth, Sweet, Sugar, Pumpkin Puree, Angostura Bitters, Hard Cider, Dry, Nutmeg, Cinnamon Stick",Bourbon,Sour,3,33,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Vermouth, Sweet, Sugar, Pumpkin Puree, Angostura Bitters, Hard Cider, Dry, Nutmeg, Cinnamon Stick",['brown'],"['fall', 'winter']"
Guava Spice,https://www.thecocktailproject.com/drink-recipes/guava-spice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lime Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lime Juice, Maraschino Liqueur, Mint Sprig, Lime Wedges",Bourbon,Spicy,3,24,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lime Juice, Maraschino Liqueur, Mint Sprig, Lime Wedges",['yellow'],"['brunch', 'spring']"
Dry Rye Manhattan,https://www.thecocktailproject.com/drink-recipes/dry-rye-manhattan,"Canadian Club 100% Rye, Angostura Bitters, Canadian Club 100% Rye, Angostura Bitters, Simple Syrup, Lemon Peel, Fresh Ingredient Enhancements",Rye Whisky,Savory,3,50,"Canadian Club 100% Rye, Angostura Bitters, Simple Syrup, Lemon Peel, Fresh Ingredient Enhancements",['brown'],
Tree Trimmer,https://www.thecocktailproject.com/drink-recipes/tree-trimmer,"Jim Beam Original, DeKuyper Amaretto Liqueur, Jim Beam Original, DeKuyper Amaretto Liqueur",Bourbon,Sweet,3,37,"Jim Beam Original, DeKuyper Amaretto Liqueur",['brown'],['holiday']
Limonlicious,https://www.thecocktailproject.com/drink-recipes/limonlicious,"Pinnacle Citrus Vodka, Lemonade, Pinnacle Citrus Vodka, Lemonade, Lime, Lemon Wedges",Vodka,Sweet,3,33,"Pinnacle Citrus Vodka, Lemonade, Lime, Lemon Wedges",['yellow'],['summer']
"Jim Beam Black
Manhattan",https://www.thecocktailproject.com/drink-recipes/jim-beam-black-manhattan,"Angostura Bitters, Jim Beam Black, Angostura Bitters, Jim Beam Black, Vermouth, Sweet, Cherries",Bourbon,,3,43,"Angostura Bitters, Jim Beam Black, Vermouth, Sweet, Cherries",['red'],"['game-day', 'winter']"
Paris Dream,https://www.thecocktailproject.com/drink-recipes/paris-dream,"Pinnacle Original Vodka, Cranberry Juice, Pinnacle Original Vodka, Cranberry Juice",Vodka,Fruity,3,20,"Pinnacle Original Vodka, Cranberry Juice",['red'],"['ladies-night', 'holiday', 'valentines-day']"
Flirty Fizz,https://www.thecocktailproject.com/drink-recipes/flirty-fizz,"Pinnacle Original Vodka, Cranberry Juice, Pinnacle Original Vodka, Cranberry Juice, Club Soda, Cranberries",Vodka,Fruity,3,33,"Pinnacle Original Vodka, Cranberry Juice, Club Soda, Cranberries",['red'],"['ladies-night', 'holiday', 'valentines-day']"
Citrus Fizz,https://www.thecocktailproject.com/drink-recipes/citrus-fizz,"Pinnacle Citrus Vodka, Club Soda, Pinnacle Citrus Vodka, Club Soda, Raspberries, Lemon Wheel",Vodka,Sweet,3,42,"Pinnacle Citrus Vodka, Club Soda, Raspberries, Lemon Wheel",['clear'],"['birthday', 'ladies-night', 'brunch', 'valentines-day']"
Pool Party Punch,https://www.thecocktailproject.com/drink-recipes/pool-party-punch,"Pinnacle Original Vodka, Lemonade, Pinnacle Original Vodka, Lemonade, DeKuyper Blue Curacao Liqueur, Lemon Wedges",Vodka,Sweet,3,92,"Pinnacle Original Vodka, Lemonade, DeKuyper Blue Curacao Liqueur, Lemon Wedges",,"['birthday', 'summer']"
Amaretto Sour,https://www.thecocktailproject.com/drink-recipes/amaretto-sour,"Jim Beam Original, DeKuyper Amaretto Liqueur, Jim Beam Original, DeKuyper Amaretto Liqueur, Lemon-Lime Soda, Lemon Juice, Sugar, Lemon Wheel, Maraschino Cherries, Simple Garnishes",Bourbon,Sour,3,36,"Jim Beam Original, DeKuyper Amaretto Liqueur, Lemon-Lime Soda, Lemon Juice, Sugar, Lemon Wheel, Maraschino Cherries, Simple Garnishes",['orange'],['thanksgiving']
Samba Margarita,https://www.thecocktailproject.com/drink-recipes/samba-margarita,"Hornitos Plata Tequila, Agave Nectar, Hornitos Plata Tequila, Agave Nectar, DeKuyper Triple Sec Liqueur, Lime Juice",Tequila,Spicy,3,31,"Hornitos Plata Tequila, Agave Nectar, DeKuyper Triple Sec Liqueur, Lime Juice",['yellow'],
Vodka Lemonade,https://www.thecocktailproject.com/drink-recipes/vodka-lemonade,"Pinnacle Original Vodka, Lemonade, Pinnacle Original Vodka, Lemonade, Lemon Wheel",Vodka,Sweet,3,37,"Pinnacle Original Vodka, Lemonade, Lemon Wheel",['yellow'],"['bbq', 'summer']"
El Bombin,https://www.thecocktailproject.com/drink-recipes/el-bombin,"Sauza 901 Tequila, Grapefruit Juice, Sauza 901 Tequila, Grapefruit Juice, Honey Syrup, Orange Wheel",Tequila,Sweet,3,40,"Sauza 901 Tequila, Grapefruit Juice, Honey Syrup, Orange Wheel",['pink'],['ladies-night']
Zarza,https://www.thecocktailproject.com/drink-recipes/zarza,"Sauza 901 Tequila, Simple Syrup, Sauza 901 Tequila, Simple Syrup, Lemon Juice, Blackberries, DeKuyper Creme de Cassis Liqueur",Tequila,Fruity,3,27,"Sauza 901 Tequila, Simple Syrup, Lemon Juice, Blackberries, DeKuyper Cr????????????????me de Cassis Liqueur",['orange'],
Peach Old Fashioned,https://www.thecocktailproject.com/drink-recipes/peach-old-fashioned,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Peachtree Schnapps Liqueur, Orange, Cherries, Bitters",Bourbon,Fruity,3,102,"DeKuyper Peachtree Schnapps Liqueur, Orange, Cherries, Bitters",['orange'],['fall']
Game Day Peach Sour,https://www.thecocktailproject.com/drink-recipes/game-day-peach-sour,"Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Sour Mix",Bourbon,Sour,3,43,"Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Sour Mix",,['game-day']
Crisp Apple Ade,https://www.thecocktailproject.com/drink-recipes/crisp-apple-ade,"Jim Beam Apple, Lemonade, Jim Beam Apple, Lemonade, Lemon Wedges",Bourbon,Sweet,3,65,"Jim Beam Apple, Lemonade, Lemon Wedges",['yellow'],['fall']
Orchard Twist,https://www.thecocktailproject.com/drink-recipes/orchard-twist,"Jim Beam Apple, Cranberry Juice, Jim Beam Apple, Cranberry Juice, Club Soda, Lime Wedges",Bourbon,Sweet,3,42,"Jim Beam Apple, Cranberry Juice, Club Soda, Lime Wedges",['red'],['fall']
Jim Beam Apple Highball,https://www.thecocktailproject.com/drink-recipes/jim-beam-apple-highball,"Jim Beam Apple, Club Soda, Jim Beam Apple, Club Soda, Lemon Wedges",Bourbon,Fruity,3,54,"Jim Beam Apple, Club Soda, Lemon Wedges",['clear'],['game-day']
Black Mule,https://www.thecocktailproject.com/drink-recipes/black-mule,"Ginger Beer, Ginger Beer, Bitters, Lime Wedges",Tequila,Sweet,3,59,"Ginger Beer, Bitters, Lime Wedges",['yellow'],['summer']
Passion Car,https://www.thecocktailproject.com/drink-recipes/passion-car,"Courvoisier VS Cognac, DeKuyper Triple Sec Liqueur, Courvoisier VS Cognac, DeKuyper Triple Sec Liqueur, Lemon Sour, Passion Fruit Juice",Cognac,Sweet,3,39,"Courvoisier VS Cognac, DeKuyper Triple Sec Liqueur, Lemon Sour, Passion Fruit Juice",['yellow'],['fall']
Rye in Paradise,https://www.thecocktailproject.com/drink-recipes/rye-paradise,"Alberta Rye Dark Batch Whisky, Cruzan Coconut Rum, Alberta Rye Dark Batch Whisky, Cruzan Coconut Rum, Pineapple Juice, Nutmeg",Rum,Sweet,3,28,"Alberta Rye Dark Batch???????????????????????? Whisky, Cruzan Coconut Rum, Pineapple Juice, Nutmeg",['brown'],['fall']
The Contemporary,https://www.thecocktailproject.com/drink-recipes/contemporary,"Sauza 901 Tequila, Agave Nectar, Sauza 901 Tequila, Agave Nectar, Orange Bitters, Orange Peel",Tequila,Sweet,3,46,"Sauza 901 Tequila, Agave Nectar, Orange Bitters, Orange Peel",['orange'],['fall']
First Class,https://www.thecocktailproject.com/drink-recipes/first-class-0,"Sauza 901 Tequila, DeKuyper Blue Curacao Liqueur, Sauza 901 Tequila, DeKuyper Blue Curacao Liqueur, Lemon Juice, Agave Nectar, Orange Bitters",Tequila,Sweet,3,39,"Sauza 901 Tequila, DeKuyper Blue Curacao Liqueur, Lemon Juice, Agave Nectar, Orange Bitters",['yellow'],['ladies-night']
Tequiliano,https://www.thecocktailproject.com/drink-recipes/tequiliano,"Sauza 901 Tequila, Campari, Sauza 901 Tequila, Campari, Vermouth, Sweet, Agave Syrup",Tequila,Sweet,3,31,"Sauza 901 Tequila, Campari, Vermouth, Sweet, Agave Syrup",['red'],
