Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion
After Midnight in Kentucky,https://www.thecocktailproject.com/drink-recipes/after-midnight-in-kentucky,"Maker's Mark Bourbon, Blackberries, Maker's Mark Bourbon, Blackberries, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Ale, Secrets of Citrus",Bourbon,Sweet,3,35,"Maker's Mark Bourbon, Blackberries, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Ale, Secrets of Citrus",['red'],"['birthday', 'ladies-night']"
Spaghetti Western,https://www.thecocktailproject.com/drink-recipes/spaghetti-western,"Maker's Mark Bourbon, Campari, Maker's Mark Bourbon, Campari, Lemon Juice, Simple Syrup, Salt, Tecate Beer, Cherry Tomatoes, Sweet, Lemon Peel",Beer,Sweet,3,30,"Maker's Mark Bourbon, Campari, Lemon Juice, Simple Syrup, Salt, Tecate Beer, Cherry Tomatoes, Sweet, Lemon Peel",['red'],['birthday']
Strawberry Julep,https://www.thecocktailproject.com/drink-recipes/strawberry-julep,"Maker's Mark Bourbon, Strawberries, Maker's Mark Bourbon, Strawberries, Simple Syrup, Mint, Fresh, Lemon Juice, Strawberries, Ice",Bourbon,Sweet,3,44,"Maker's Mark Bourbon, Strawberries, Simple Syrup, Mint, Fresh, Lemon Juice, Strawberries, Ice",['pink'],"['birthday', 'ladies-night', 'spring', 'summer']"
Whisky Smash,https://www.thecocktailproject.com/drink-recipes/whisky-smash,"Maker's Mark Bourbon, Mint, Fresh, Maker's Mark Bourbon, Mint, Fresh, Lemon, Simple Syrup, Mint, Fresh, Lemon Wheel",Bourbon,Sour,3,42,"Maker's Mark Bourbon, Mint, Fresh, Lemon, Simple Syrup, Mint, Fresh, Lemon Wheel",['brown'],['fall']
Bellini Manhattan,https://www.thecocktailproject.com/drink-recipes/bellini-manhattan,"Maker's Mark Bourbon, Peach Puree, Maker's Mark Bourbon, Peach Puree, Vermouth, Sweet, Orange Bitters, Brut Champagne, Cherries",Bourbon,Sweet,3,41,"Maker's Mark Bourbon, Peach Puree, Vermouth, Sweet, Orange Bitters, Brut Champagne, Cherries",,"['birthday', 'ladies-night', 'holiday', 'new-years', 'valentines-day', 'wedding']"
Peach Lemonade Spritzer,https://www.thecocktailproject.com/drink-recipes/peach-lemonade-spritzer,"DeKuyper Peachtree Schnapps, Lemonade, DeKuyper Peachtree Schnapps, Lemonade, Soda Water, Lemon Twist",Cordials,Sweet,3,35,"DeKuyper Peachtree Schnapps, Lemonade, Soda Water, Lemon Twist",['yellow'],"['bbq', 'birthday', 'ladies-night', 'summer', 'wedding']"
Fuzzy Beam,https://www.thecocktailproject.com/drink-recipes/fuzzy-beam,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Lemon",Bourbon,Sweet,3,76,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Lemon",['orange'],"['brunch', 'summer']"
Jim Beam Lemonade,https://www.thecocktailproject.com/drink-recipes/jim-beam-lemonade,"Jim Beam Original, Lemonade, Jim Beam Original, Lemonade",Whiskey,Sweet,3,91,"Jim Beam Original, Lemonade",['yellow'],"['bbq', 'birthday', 'ladies-night', 'summer']"
Midori Orange and Sparkling,https://www.thecocktailproject.com/drink-recipes/midori-orange-and-sparkling,"Midori Melon Liqueur, Orange Juice, Midori Melon Liqueur, Orange Juice, Wine, Sparkling, Orange Peel, Better With Bitters",Champagne,Fruity,3,35,"Midori Melon Liqueur, Orange Juice, Wine, Sparkling, Orange Peel, Better With Bitters",['green'],"['new-years', 'spring', 'summer']"
Blue Hawaii,https://www.thecocktailproject.com/drink-recipes/blue-hawaii,"DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, Pineapple Juice, Sour Mix, Pineapple Wedge",Cordials,Fruity,3,51,"DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, Pineapple Juice, Sour Mix, Pineapple Wedge",,"['bbq', 'tropical']"
Home Team Mojito,https://www.thecocktailproject.com/drink-recipes/home-team-mojito,"DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Simple Syrup, Lime Juice, Soda Water, Mint, Fresh, Carbonated Water",Cordials,Sweet,3,41,"DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Simple Syrup, Lime Juice, Soda Water, Mint, Fresh, Carbonated Water",['clear'],['spring']
Apple Cider Float,https://www.thecocktailproject.com/drink-recipes/apple-cider-float,"DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, Apple Cider, Cinnamon, Ground, Vanilla Ice Cream, Cinnamon Stick",Bourbon,Sweet,3,33,"DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, Apple Cider, Cinnamon, Ground, Vanilla Ice Cream, Cinnamon Stick",['orange'],"['birthday', 'fall', 'thanksgiving']"
Christmas Mint Kiss,https://www.thecocktailproject.com/drink-recipes/christmas-mint-kiss,"DeKuyper Peppermint Schnapps, Hot Chocolate, DeKuyper Peppermint Schnapps, Hot Chocolate, Whipped Cream",Cordials,Hot,3,12,"DeKuyper Peppermint Schnapps, Hot Chocolate, Whipped Cream",['brown'],"['christmas', 'holiday', 'winter']"
Purple Haze Martini,https://www.thecocktailproject.com/drink-recipes/purple-haze-martini,"DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, Sour Mix, Lemon-Lime Soda, Grenadine",Cordials,Sour,3,57,"DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, Sour Mix, Lemon-Lime Soda, Grenadine",,"['birthday', 'halloween']"
Sauza Peach Margarita,https://www.thecocktailproject.com/drink-recipes/sauza-peach-margarita,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Silver Tequila, Sour Mix",Cordials,Fruity,3,39,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Silver Tequila, Sour Mix",['clear'],['bbq']
New England Apple Pie,https://www.thecocktailproject.com/drink-recipes/new-england-apple-pie,"DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, Pinnacle Vanilla Vodka",Cordials,Sweet,3,43,"DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, Pinnacle Vanilla Vodka",['red'],"['fall', 'holiday', 'thanksgiving']"
Candy Apple,https://www.thecocktailproject.com/drink-recipes/candy-apple,"DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, Cranberry Juice, Orange Wheel",Cordials,Sweet,3,39,"DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, Cranberry Juice, Orange Wheel",['red'],"['birthday', 'ladies-night', 'fall', 'holiday', 'thanksgiving']"
Sugar Pop Martini,https://www.thecocktailproject.com/drink-recipes/sugar-pop-martini,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Carbonated Candy",Cordials,Sweet,3,34,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Carbonated Candy",['pink'],"['birthday', 'ladies-night', 'spring', 'valentines-day']"
Downward Facing Daiquiri,https://www.thecocktailproject.com/drink-recipes/downward-facing-daiquiri,"DeKuyper Pucker Watermelon Schnapps, Cruzan Aged Dark Rum, DeKuyper Pucker Watermelon Schnapps, Cruzan Aged Dark Rum, Lemon-Lime Soda, Watermelon Wedge, Mint Sprig, Sour Mix",Cordials,Sweet,3,37,"DeKuyper Pucker Watermelon Schnapps, Cruzan Aged Dark Rum, Lemon-Lime Soda, Watermelon Wedge, Mint Sprig, Sour Mix",['pink'],['summer']
Watermelon Pucker,https://www.thecocktailproject.com/drink-recipes/watermelon-pucker,"DeKuyper Pucker Watermelon Schnapps, DeKuyper Pucker Sour Apple Schnapps, DeKuyper Pucker Watermelon Schnapps, DeKuyper Pucker Sour Apple Schnapps, Secrets of Citrus",Cordials,Fruity,3,51,"DeKuyper Pucker Watermelon Schnapps, DeKuyper Pucker Sour Apple Schnapps, Secrets of Citrus",['pink'],['bbq']
DeKuyper Banana Split,https://www.thecocktailproject.com/drink-recipes/dekuyper-banana-split,"DeKuyper Creme de Banana Liqueur, DeKuyper Pucker Cherry Schnapps, DeKuyper Creme de Banana Liqueur, DeKuyper Pucker Cherry Schnapps, Whipped Cream, Cherries",Cordials,Fruity,2,30,"DeKuyper Creme de Banana Liqueur, DeKuyper Pucker Cherry Schnapps, Whipped Cream, Cherries",['red'],['birthday']
Boozy Pumpkin Milkshake,https://www.thecocktailproject.com/drink-recipes/boozy-pumpkin-milkshake,"DeKuyper Amaretto Liqueur, Jim Beam Original, DeKuyper Amaretto Liqueur, Jim Beam Original, Pumpkin Puree, Ice Cream, Vanilla Extract",Bourbon,Frozen,3,32,"DeKuyper Amaretto Liqueur, Jim Beam Original, Pumpkin Puree, Ice Cream, Vanilla Extract",,"['fall', 'halloween', 'holiday', 'thanksgiving']"
Classic Manhattan,https://www.thecocktailproject.com/drink-recipes/classic-manhattan,"Jim Beam Original, JDK & Sons???????????????? O3 Premium Orange Liqueur, Jim Beam Original, JDK & Sons???????????????? O3 Premium Orange Liqueur, DeKuyper Pucker Cherry Schnapps, Bitters",Bourbon,Sweet,3,49,"Jim Beam Original, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, DeKuyper Pucker Cherry Schnapps, Bitters",['brown'],"['birthday', 'fall']"
Peach Sangria,https://www.thecocktailproject.com/drink-recipes/peach-sangria,"DeKuyper Peachtree Schnapps Liqueur, White Wine, DeKuyper Peachtree Schnapps Liqueur, White Wine, Oranges, Limes, Peaches, Soda Water",Cordials,Fruity,3,39,"DeKuyper Peachtree Schnapps Liqueur, White Wine, Oranges, Limes, Peaches, Soda Water",['clear'],['spring']
Mintini Martini,https://www.thecocktailproject.com/drink-recipes/mintini-martini,"DeKuyper Creme de Menthe Green Liqueur, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Creme de Menthe Green Liqueur, DeKuyper Creme de Cocoa White Liqueur, Kamora Coffee Liqueur, Half and Half",Cordials,Sweet,3,42,"DeKuyper Creme de Menthe Green Liqueur, DeKuyper Creme de Cocoa White Liqueur, Kamora Coffee Liqueur, Half and Half",['green'],"['birthday', 'christmas', 'holiday', 'winter']"
Holly Jolly Punch,https://www.thecocktailproject.com/drink-recipes/holly-jolly-punch,"DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, Cranberry Juice, Ginger Ale, Frozen orange juice concentrate, Cinnamon Allspice, Nutmeg, Cranberries",Cordials,Sweet,3,74,"DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, Cranberry Juice, Ginger Ale, Frozen orange juice concentrate, Cinnamon Allspice, Nutmeg, Cranberries",['red'],"['bbq', 'christmas', 'fall', 'holiday', 'thanksgiving']"
Key Lime Pie Martini,https://www.thecocktailproject.com/drink-recipes/key-lime-pie-martini,"DeKuyper Vanilla Schnapps Liqueur, Pinnacle Citrus Vodka, DeKuyper Vanilla Schnapps Liqueur, Pinnacle Citrus Vodka, Lime Juice, Cream, Whipped Cream, Lime Wheel",Vodka,Sweet,3,28,"DeKuyper Vanilla Schnapps Liqueur, Pinnacle Citrus Vodka, Lime Juice, Cream, Whipped Cream, Lime Wheel",,"['birthday', 'ladies-night', 'summer', 'summer', 'summer', 'tropical']"
Melon Creek Martini,https://www.thecocktailproject.com/drink-recipes/melon-creek-martini,"DeKuyper Pucker Watermelon Schnapps, Knob Creek Kentucky Straight Bourbon Whiskey, DeKuyper Pucker Watermelon Schnapps, Knob Creek Kentucky Straight Bourbon Whiskey, Cranberry Juice",Cordials,Sweet,3,26,"DeKuyper Pucker Watermelon Schnapps, Knob Creek Kentucky Straight Bourbon Whiskey, Cranberry Juice",['red'],"['bbq', 'ladies-night', 'summer', 'summer', 'summer']"
Pumpkin Pie Martini,https://www.thecocktailproject.com/drink-recipes/pumpkin-pie-martini,"DeKuyper Buttershots Schnapps, Pinnacle Whipped Vodka, DeKuyper Buttershots Schnapps, Pinnacle Whipped Vodka, Cruzan 9 Spiced Rum, Half and Half, Pumpkin Puree, Pumpkin Spice, Whipped Cream, Variations of the Classic Martini",Rum,Sweet,3,39,"DeKuyper Buttershots Schnapps, Pinnacle Whipped Vodka, Cruzan 9 Spiced Rum, Half and Half, Pumpkin Puree, Pumpkin Spice, Whipped Cream, Variations of the Classic Martini",['brown'],"['fall', 'halloween', 'holiday', 'thanksgiving']"
Razzmatazz Truffle Martini,https://www.thecocktailproject.com/drink-recipes/razzmatazz-truffle-martini,"Pinnacle Whipped Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Whipped Vodka, DeKuyper Razzmatazz Schnapps Liqueur, DeKuyper Creme De Cacao Dark Liqueur, Kamora Coffee Liqueur, Half and Half",Cordials,Sweet,3,35,"Pinnacle Whipped Vodka, DeKuyper Razzmatazz Schnapps Liqueur, DeKuyper Creme De Cacao Dark Liqueur, Kamora Coffee Liqueur, Half and Half",['brown'],"['birthday', 'ladies-night', 'spring']"
Red Velvet Cake Martini,https://www.thecocktailproject.com/drink-recipes/red-velvet-cake-martini,"DeKuyper Hazelnut Schnapps Liqueur, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Hazelnut Schnapps Liqueur, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Michigan Cherry Schnapps Liqueur, Pinnacle Original Vodka, Grenadine, Sugar, Granulated, Cocoa Powder",Cordials,Sweet,3,33,"DeKuyper Hazelnut Schnapps Liqueur, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Michigan Cherry Schnapps Liqueur, Pinnacle Original Vodka, Grenadine, Sugar, Granulated, Cocoa Powder",['brown'],"['birthday', 'ladies-night', 'holiday', 'valentines-day']"
Sour Apple Popsicle Martini,https://www.thecocktailproject.com/drink-recipes/sour-apple-popsicle-martini,"DeKuyper Pucker Sour Apple Schnapps, Cream, DeKuyper Pucker Sour Apple Schnapps, Cream, Ice, Crushed",Cordials,Sour,3,41,"DeKuyper Pucker Sour Apple Schnapps, Cream, Ice, Crushed",['green'],"['birthday', 'ladies-night', 'summer']"
Toffee Drop Martini,https://www.thecocktailproject.com/drink-recipes/toffee-drop-martini,"Jim Beam Original, DeKuyper Buttershots Schnapps, Jim Beam Original, DeKuyper Buttershots Schnapps, DeKuyper Creme de Cocoa White Liqueur, Half and Half",Bourbon,Sweet,3,37,"Jim Beam Original, DeKuyper Buttershots Schnapps, DeKuyper Creme de Cocoa White Liqueur, Half and Half",,"['birthday', 'halloween', 'holiday', 'winter']"
White Chocolate Raspberry Martini,https://www.thecocktailproject.com/drink-recipes/white-chocolate-raspberry-martini,"DeKuyper Creme de Cocoa White Liqueur, Pinnacle Raspberry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Raspberry Vodka, Chocolate Sauce, Raspberries",Cordials,Sweet,3,37,"DeKuyper Creme de Cocoa White Liqueur, Pinnacle Raspberry Vodka, Chocolate Sauce, Raspberries",['clear'],"['birthday', 'ladies-night', 'holiday', 'valentines-day', 'winter']"
Razzmatazz Sangria,https://www.thecocktailproject.com/drink-recipes/razzmatazz-sangria,"DeKuyper Razzmatazz Schnapps Liqueur, Red Wine, DeKuyper Razzmatazz Schnapps Liqueur, Red Wine, Mixed Berries, Soda Water",Cordials,Fruity,3,49,"DeKuyper Razzmatazz Schnapps Liqueur, Red Wine, Mixed Berries, Soda Water",['red'],"['bbq', 'summer', 'summer', 'summer']"
Spring Sangria,https://www.thecocktailproject.com/drink-recipes/spring-sangria,"White Wine, Dry, DeKuyper Peachtree Schnapps Liqueur, White Wine, Dry, DeKuyper Peachtree Schnapps Liqueur, Sugar, Peaches and Grapes, Lemon Wheel",Cordials,Fruity,3,43,"White Wine, Dry, DeKuyper Peachtree Schnapps Liqueur, Sugar, Peaches and Grapes, Lemon Wheel",['yellow'],"['bbq', 'brunch', 'spring']"
Nectarita,https://www.thecocktailproject.com/drink-recipes/nectarita,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, Sour Mix",Cordials,Sour,3,23,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, Sour Mix",['yellow'],"['bbq', 'birthday', 'summer', 'summer', 'summer']"
Blue Martini,https://www.thecocktailproject.com/drink-recipes/blue-martini,"Pinnacle Citrus Vodka, Pinnacle Citrus Vodka, Sour Mix",Cordials,Sour,3,36,"Pinnacle Citrus Vodka, Sour Mix",,"['ladies-night', 'summer', 'summer', 'tropical']"
Sauza Razzmatazz Margarita,https://www.thecocktailproject.com/drink-recipes/sauza-razzmatazz-margarita,"Sauza Silver Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Sauza Silver Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lime Juice, Simple Syrup, Salt",Cordials,Sour,3,64,"Sauza Silver Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lime Juice, Simple Syrup, Salt",['red'],"['bbq', 'summer', 'summer', 'summer']"
Blushing Margarita,https://www.thecocktailproject.com/drink-recipes/blushing-margarita,"DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, Lime Juice, Cranberry Juice",Cordials,Sour,3,48,"DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, Lime Juice, Cranberry Juice",['pink'],"['bbq', 'birthday', 'ladies-night', 'summer', 'summer', 'summer']"
Cherry Margarita,https://www.thecocktailproject.com/drink-recipes/cherry-margarita,"DeKuyper Pucker Cherry Schnapps, Sauza Blue Silver 100% Agave Tequila, DeKuyper Pucker Cherry Schnapps, Sauza Blue Silver 100% Agave Tequila, Lime Juice",Cordials,Fruity,3,30,"DeKuyper Pucker Cherry Schnapps, Sauza Blue Silver 100% Agave Tequila, Lime Juice",['red'],"['ladies-night', 'summer', 'summer', 'summer']"
Elderflower Margarita,https://www.thecocktailproject.com/drink-recipes/elderflower-margarita,"Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????? Fleur Elderflower Liqueur, Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????? Fleur Elderflower Liqueur, Lime Juice, Easy Ice Tips",Cordials,Sour,3,42,"Sauza Blue Silver 100% Agave Tequila, JDK & Sons???????????????????????? Fleur Elderflower Liqueur, Lime Juice, Easy Ice Tips",['clear'],"['bbq', 'ladies-night']"
Coconut Snowball Martini,https://www.thecocktailproject.com/drink-recipes/coconut-snowball-martini,"Pinnacle Original Vodka, Cruzan Aged Light Rum, Pinnacle Original Vodka, Cruzan Aged Light Rum, DeKuyper Blue Curacao Liqueur, Cream of Coconut, Honey, Shredded Coconut",Rum,Sweet,3,66,"Pinnacle Original Vodka, Cruzan Aged Light Rum, DeKuyper Blue Curacao Liqueur, Cream of Coconut, Honey, Shredded Coconut",,"['ladies-night', 'holiday', 'tropical', 'winter']"
Double Razzmatazz Grape Martini,https://www.thecocktailproject.com/drink-recipes/double-razzmatazz-grape-martini,"DeKuyper Pucker Grape Schnapps, DeKuyper Razzmatazz Schnapps Liqueur, DeKuyper Pucker Grape Schnapps, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Raspberry Vodka, Lemon-Lime Soda",Cordials,Sweet,3,30,"DeKuyper Pucker Grape Schnapps, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Raspberry Vodka, Lemon-Lime Soda",['red'],"['ladies-night', 'new-years', 'summer', 'summer', 'summer']"
Elderflower Martini,https://www.thecocktailproject.com/drink-recipes/elderflower-martini,"EFFEN Original Vodka, JDK & Sons???????????????? Fleur Elderflower Liqueur, EFFEN Original Vodka, JDK & Sons???????????????? Fleur Elderflower Liqueur, Lime Juice",Cordials,Sour,3,43,"EFFEN Original Vodka, JDK & Sons???????????????????????? Fleur Elderflower Liqueur, Lime Juice",['clear'],"['birthday', 'ladies-night', 'summer', 'summer', 'summer', 'wedding']"
Ginger Martini,https://www.thecocktailproject.com/drink-recipes/ginger-martini,"DeKuyper Mixologist Collection Ginger Liqueur, EFFEN Original Vodka, DeKuyper Mixologist Collection Ginger Liqueur, EFFEN Original Vodka, Fresh Ingredient Enhancements",Cordials,Sweet,3,24,"DeKuyper Mixologist Collection Ginger Liqueur, EFFEN Original Vodka, Fresh Ingredient Enhancements",['clear'],"['christmas', 'holiday', 'winter']"
Apple Colada,https://www.thecocktailproject.com/drink-recipes/apple-colada,"DeKuyper Tropical Coconut Liqueur, Apple Juice, DeKuyper Tropical Coconut Liqueur, Apple Juice, Lime Wedges",Cordials,Fruity,3,52,"DeKuyper Tropical Coconut Liqueur, Apple Juice, Lime Wedges",['yellow'],"['summer', 'summer', 'tropical']"
Lazy Day Colada,https://www.thecocktailproject.com/drink-recipes/lazy-day-colada,"DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Pina Colada Mix",Cordials,Sweet,3,40,"DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Pina Colada Mix",['yellow'],"['bbq', 'summer', 'summer', 'tropical']"
Fall Sangria,https://www.thecocktailproject.com/drink-recipes/fall-sangria,"DeKuyper Triple Sec, Apple Cider, DeKuyper Triple Sec, Apple Cider, Apples, Oranges, Lemons, Cinnamon Sticks, Soda Water",Cordials,Sweet,3,58,"DeKuyper Triple Sec, Apple Cider, Apples, Oranges, Lemons, Cinnamon Sticks, Soda Water",['brown'],"['bbq', 'birthday', 'fall']"
Banana Cinnamon Mojito,https://www.thecocktailproject.com/drink-recipes/banana-cinnamon-mojito,"Cruzan Banana Rum, Lime, Cruzan Banana Rum, Lime, Mint, Fresh, Soda Water, Mint, Fresh, Cinnamon Stick",Rum,Sweet,3,28,"Cruzan Banana Rum, Lime, Mint, Fresh, Soda Water, Mint, Fresh, Cinnamon Stick",['brown'],"['spring', 'summer']"
Strawberry Lemonade Mojito,https://www.thecocktailproject.com/drink-recipes/strawberry-lemonade-mojito,"Cruzan Strawberry Rum, Lemon Wedges, Cruzan Strawberry Rum, Lemon Wedges, Fresh Mint Leaves, Sugar, Lemonade, Sparkling, Strawberries, Lemon Twist",Rum,Fruity,3,33,"Cruzan Strawberry Rum, Lemon Wedges, Fresh Mint Leaves, Sugar, Lemonade, Sparkling, Strawberries, Lemon Twist",['yellow'],"['bbq', 'brunch', 'spring', 'summer']"
Cruzan Peach Sangria,https://www.thecocktailproject.com/drink-recipes/cruzan-peach-sangria,"Cruzan Peach Rum, Lemon Sour, Cruzan Peach Rum, Lemon Sour, Skinnygirl Chardonnay, Lemon, Sliced, Lime, Sliced",Rum,Fruity,3,35,"Cruzan Peach Rum, Lemon Sour, Skinnygirl Chardonnay, Lemon, Sliced, Lime, Sliced",['clear'],"['bbq', 'spring', 'summer']"
Peach Daiquiri,https://www.thecocktailproject.com/drink-recipes/peach-daiquiri,"Cruzan Peach Rum, Cruzan Aged Light Rum, Cruzan Peach Rum, Cruzan Aged Light Rum, Simple Syrup, Lime Wheel",Rum,Fruity,3,48,"Cruzan Peach Rum, Cruzan Aged Light Rum, Simple Syrup, Lime Wheel",['clear'],"['spring', 'summer']"
Island Breeze,https://www.thecocktailproject.com/drink-recipes/island-breeze,"Cruzan Aged Dark Rum, Cruzan Peach Rum, Cruzan Aged Dark Rum, Cruzan Peach Rum, Pineapple Juice, Cranberry Juice, Orange and Cherry Flag",Rum,Fruity,3,41,"Cruzan Aged Dark Rum, Cruzan Peach Rum, Pineapple Juice, Cranberry Juice, Orange and Cherry Flag",['orange'],"['summer', 'tropical']"
Classic Rum Punch,https://www.thecocktailproject.com/drink-recipes/classic-rum-punch,"Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Pineapple Slice",Rum,Fruity,3,29,"Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Pineapple Slice",['orange'],"['bbq', 'summer', 'tropical']"
Bay Breeze,https://www.thecocktailproject.com/drink-recipes/bay-breeze,"Cruzan Aged Light Rum, Pineapple Juice, Cruzan Aged Light Rum, Pineapple Juice, Cranberry Juice, Strawberries, Using Fresh Citrus",Rum,Fruity,3,53,"Cruzan Aged Light Rum, Pineapple Juice, Cranberry Juice, Strawberries, Using Fresh Citrus",['pink'],"['bbq', 'summer', 'tropical']"
Banana Nana,https://www.thecocktailproject.com/drink-recipes/banana-nana,"Cruzan Banana Rum, Cruzan Aged Dark Rum, Cruzan Banana Rum, Cruzan Aged Dark Rum, Orange Juice",Rum,Fruity,3,36,"Cruzan Banana Rum, Cruzan Aged Dark Rum, Orange Juice",['orange'],"['summer', 'tropical']"
Voodoo Hurricane,https://www.thecocktailproject.com/drink-recipes/voodoo-hurricane,"Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan Vanilla Rum, Orange Juice, Pineapple Juice, Grenadine, Fruit Wedge",Rum,Fruity,2,54,"Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan Vanilla Rum, Orange Juice, Pineapple Juice, Grenadine, Fruit Wedge",['orange'],"['ladies-night', 'summer', 'tropical']"
Rum Breeze,https://www.thecocktailproject.com/drink-recipes/rum-breeze,"Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Pineapple Juice, Ginger Ale, Lime Twist",Rum,Fruity,3,53,"Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Pineapple Juice, Ginger Ale, Lime Twist",['yellow'],"['birthday', 'summer', 'tropical']"
Endless Summer Punch,https://www.thecocktailproject.com/drink-recipes/endless-summer-punch,"Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Coconut Rum, Orange Juice, Lemonade, Pineapple Wedge",Rum,Sweet,3,44,"Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Coconut Rum, Orange Juice, Lemonade, Pineapple Wedge",['yellow'],"['bbq', 'summer']"
Cruzan Confusion,https://www.thecocktailproject.com/drink-recipes/cruzan-confusion,"Cruzan Coconut Rum, Cruzan Mango Rum, Cruzan Coconut Rum, Cruzan Mango Rum, Pineapple Juice, Mango, Easy Ice Tips",Rum,Fruity,3,77,"Cruzan Coconut Rum, Cruzan Mango Rum, Pineapple Juice, Mango, Easy Ice Tips",['clear'],"['bbq', 'summer', 'tropical']"
