Name,Link,Ingredients,Main Spirit,Flavor,Rating,Ratings Count
Black Sunset,https://www.thecocktailproject.com/drink-recipes/black-sunset,"Jim Beam Black, Amaro Liqueur, Jim Beam Black, Amaro Liqueur, Aperol Aperitif, Lemon Juice",Bourbon,Fruity,3,28
Double Oak Whiskey Smash,https://www.thecocktailproject.com/drink-recipes/double-oak-whiskey-smash,"Lemon, Lemon, Sugar, Granulated, Mint, Fresh, Ice, Crushed, Easy Ice Tips",Bourbon,Fruity,3,39
Jim Beam Black Hot Toddy,https://www.thecocktailproject.com/drink-recipes/jim-beam-black-hot-toddy,"Jim Beam Black, Honey, Jim Beam Black, Honey, Lemon Juice, Hot Water, Lemon Peel",Bourbon,Hot,3,51
Cucumber Melon Margarita,https://www.thecocktailproject.com/drink-recipes/cucumber-melon-margarita,"Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Lime Juice, Agave Syrup, Cucumber",Cordials,Sweet,3,35
Cucumber Cooler,https://www.thecocktailproject.com/drink-recipes/cucumber-cooler,"EFFEN Cucumber Vodka, Midori Melon Liqueur, EFFEN Cucumber Vodka, Midori Melon Liqueur, Lime Juice, Simple Syrup, Cucumber, Simple Garnishes",Cordials,Sour,3,33
Buttershots Old Fashioned,https://www.thecocktailproject.com/drink-recipes/buttershots-old-fashioned,"Jim Beam, DeKuyper Buttershots Schnapps, Jim Beam, DeKuyper Buttershots Schnapps, Angostura Bitters, Maraschino Cherries",Bourbon,Sweet,3,128
Paloma,https://www.thecocktailproject.com/drink-recipes/paloma,"Hornitos Plata Tequila, Pink Grapefruit Juice, Hornitos Plata Tequila, Pink Grapefruit Juice, Simple Syrup, Club Soda",Tequila,Fruity,3,50
Melon Berry Mist,https://www.thecocktailproject.com/drink-recipes/melon-berry-mist,"Midori Melon Liqueur, Pinnacle Original Vodka, Midori Melon Liqueur, Pinnacle Original Vodka, Cranberry Juice, Strawberries, Cucumber",Cordials,Fruity,3,19
Rye Opener,https://www.thecocktailproject.com/drink-recipes/rye-opener,"Alberta Rye Dark Batch¢â Whisky, Amaro Liqueur, Alberta Rye Dark Batch¢â Whisky, Amaro Liqueur, Kamora Coffee Liqueur, Simple Syrup, Orange Bitters, Angostura Bitters, Orange Peel",Rye Whisky,Savory,3,34
Rye Squeeze,https://www.thecocktailproject.com/drink-recipes/rye-squeeze,"Alberta Rye Dark Batch¢â Whisky, Ginger Beer, Alberta Rye Dark Batch¢â Whisky, Ginger Beer, Angostura Bitters, Orange Wedges, Orange Peel",Rye Whisky,Savory,3,63
Bourbon Milk Punch,https://www.thecocktailproject.com/drink-recipes/bourbon-milk-punch,"Milk, Half and Half, Milk, Half and Half, Jim Beam Original, Sugar, Powdered, Vanilla Extract, Nutmeg, Cinnamon Stick",Bourbon,Sweet,3,37
Holiday Wreath,https://www.thecocktailproject.com/drink-recipes/holiday-wreath,"Jim Beam Rye, DeKuyper Razzmatazz Schnapps Liqueur, Jim Beam Rye, DeKuyper Razzmatazz Schnapps Liqueur, Apple Cider, Lemon Wheel",Bourbon,Fruity,3,36
Yule Nog,https://www.thecocktailproject.com/drink-recipes/yule-nog,"DeKuyper Buttershots Schnapps, DeKuyper Buttershots Schnapps, Better With Bitters",Bourbon,Sweet,3,41
Kiss Me Cocktail,https://www.thecocktailproject.com/drink-recipes/kiss-me-cocktail,"Jim Beam Rye, DeKuyper Strawberry Patch Schnapps Liqueur, Jim Beam Rye, DeKuyper Strawberry Patch Schnapps Liqueur, Passion Fruit Juice, Wine, Sparkling, Lemon Peel, Ice",Bourbon,Fruity,3,33
Sharks Tooth,https://www.thecocktailproject.com/drink-recipes/sharks-tooth,"Cruzan Aged Light Rum, Lemon Juice, Cruzan Aged Light Rum, Lemon Juice, Lime Juice, Soda Water, Grenadine, Lime Wedges",Rum,Sour,3,47
Laphroaig Penicillin,https://www.thecocktailproject.com/drink-recipes/laphroaig-penicillin,"Auchentoshan American Oak Single Malt Scotch Whisky, Kilbeggan Single Grain Irish Whiskey, Auchentoshan American Oak Single Malt Scotch Whisky, Kilbeggan Single Grain Irish Whiskey, Lemon Juice, Honey-Ginger Syrup*, Laphroaig Select, Candied Ginger",Scotch,Sour,3,55
Vodka Beast,https://www.thecocktailproject.com/drink-recipes/vodka-beast,"EFFEN Black Cherry Vodka, Simple Syrup, EFFEN Black Cherry Vodka, Simple Syrup, White Cranberry Juice, Lemon Juice",Vodka,Fruity,3,54
Cruzan Mai Tai,https://www.thecocktailproject.com/drink-recipes/cruzan-mai-tai,"Cruzan Aged Light Rum, DeKuyper Orange Curacao Liqueur, Cruzan Aged Light Rum, DeKuyper Orange Curacao Liqueur, Orgeat Syrup, Simple Syrup, Cruzan Black Strap Rum, Mint Sprig",Cordials,Fruity,3,53
Tequila Sunrise,https://www.thecocktailproject.com/drink-recipes/tequila-sunrise,"Sauza Blue Silver 100% Agave Tequila, Lime Juice, Sauza Blue Silver 100% Agave Tequila, Lime Juice, Orange Juice, Cranberry Juice, Orange Wedges, Lemon Wedges, Using Fresh Citrus",Tequila,Sweet,3,100
Melon Cooler,https://www.thecocktailproject.com/drink-recipes/melon-cooler,"EFFEN Cucumber Vodka, Midori Melon Liqueur, EFFEN Cucumber Vodka, Midori Melon Liqueur, Lime Juice, Simple Syrup, Cucumber, Melon Balls, Lime Wheel",Cordials,Sour,3,40
Derby Fizz,https://www.thecocktailproject.com/drink-recipes/derby-fizz,"Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Lemon Sour, Club Soda, Orange Wedges",Rye Whisky,Sour,3,42
Pineapple Crush,https://www.thecocktailproject.com/drink-recipes/pineapple-crush,"Cruzan Pineapple Rum, Lime, Cruzan Pineapple Rum, Lime, Sage Leaves, Soda Water, Pineapple Wedge",Rum,Fruity,3,37
Mango Sunset,https://www.thecocktailproject.com/drink-recipes/mango-sunset,"Cruzan Mango Rum, Lemon Sour, Cruzan Mango Rum, Lemon Sour, Mango Puree, Pomegranate Juice, Lime Wheel",Rum,Fruity,3,35
Hot Buttery Barrel,https://www.thecocktailproject.com/drink-recipes/hot-buttery-barrel,"Batter, Hot Water, Batter, Hot Water, Brown Sugar, Vanilla Extract, Cinnamon, Ground, Nutmeg, Allspice",Rum,Hot,3,22
Basil Berry Mojito,https://www.thecocktailproject.com/drink-recipes/basil-berry-mojito,"Cruzan Aged Light Rum, Cruzan Strawberry Rum, Cruzan Aged Light Rum, Cruzan Strawberry Rum, Lime, Strawberries, Basil Leaves, Soda Water, Pepper, Black",Rum,Fruity,3,37
Black Cherry Avalanche,https://www.thecocktailproject.com/drink-recipes/black-cherry-avalanche,"Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Lime Wedges, Mint Sprig, Cherries",Cordials,Frozen,3,29
Derby Spritzer,https://www.thecocktailproject.com/drink-recipes/derby-spritzer,"Jim Beam Bonded, Club Soda, Jim Beam Bonded, Club Soda, Mint, Fresh, Sugar, Granulated, Lime Wedges",Bourbon,Sweet,2,39
Cucumber Watermelon Martini,https://www.thecocktailproject.com/drink-recipes/cucumber-watermelon-martini,"EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, Lemonade, Lemon Peel",Cordials,Fruity,3,64
Sex On The Beach,https://www.thecocktailproject.com/drink-recipes/sex-on-the-beach,"DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, Cranberry Juice, Pineapple Juice",Cordials,Fruity,3,55
Blue Lagoon Sangria,https://www.thecocktailproject.com/drink-recipes/blue-lagoon-sangria,"White Wine, DeKuyper Blue Curacao Liqueur, White Wine, DeKuyper Blue Curacao Liqueur, Lemonade, Agave Nectar, Orange Juice, Lemon-Lime Soda, Oranges, Cherries, Star Fruit, Simple Garnishes",Cordials,Fruity,3,72
Banana Nana Daiquiri,https://www.thecocktailproject.com/drink-recipes/banana-nana-daiquiri,"Cruzan Aged Dark Rum, DeKuyper Creme de Banana Liqueur, Cruzan Aged Dark Rum, DeKuyper Creme de Banana Liqueur, Pineapple Juice, Banana, Sugar",Cordials,Frozen,3,48
Sparkling Cherry Sangria,https://www.thecocktailproject.com/drink-recipes/sparkling-cherry-sangria,"White Wine, DeKuyper Triple Sec Liqueur, White Wine, DeKuyper Triple Sec Liqueur, Soda Water, Peaches, Oranges, Lemons, Limes, Cherries, Mint Sprig, Sugar",Cordials,Fruity,3,26
CitrusSpangled Spritzer,https://www.thecocktailproject.com/drink-recipes/citrus-spangled-spritzer,"Pinnacle Citrus Vodka, DeKuyper Blue Curacao Liqueur, Pinnacle Citrus Vodka, DeKuyper Blue Curacao Liqueur, Lemon Soda, Grenadine, Lemon, Blueberries, Mint Sprig",Cordials,Sour,3,32
Everblooming Fizz,https://www.thecocktailproject.com/drink-recipes/everblooming-fizz,"Pinnacle Original Vodka, JDK & Sons¢â Fleur Elderflower Liqueur, Pinnacle Original Vodka, JDK & Sons¢â Fleur Elderflower Liqueur, Agave Nectar, Lime Juice, Ginger Beer, Sprig Cilantro, Cucumber",Cordials,Sour,3,30
Blue Stallion Julep,https://www.thecocktailproject.com/drink-recipes/blue-stallion-julep,"Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Simple Syrup, Blueberries, Mint Sprig",Bourbon,Fruity,3,27
Spicy Cucumber Margarita,https://www.thecocktailproject.com/drink-recipes/spicy-cucumber-margarita,"Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Lemon Juice, Lime Juice, Cucumber, Jalapeno",Tequila,Sour,3,32
DeKuyper Mintini,https://www.thecocktailproject.com/drink-recipes/dekuyper-mintini,"Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, DeKuyper Creme de Menthe Green Liqueur, Half and Half, Mint Sprig",Cordials,Sweet,3,37
Berry Moscow Mule,https://www.thecocktailproject.com/drink-recipes/berry-moscow-mule,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Beer, Raspberries, Lime, Basil Leaves, Using Fresh Citrus",Vodka,Fruity,3,33
Juicy Screw,https://www.thecocktailproject.com/drink-recipes/juicy-screw,"Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Orange Juice, Soda Water",Vodka,Fruity,3,64
Berry Good Shandy,https://www.thecocktailproject.com/drink-recipes/berry-good-shandy,"Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Lemonade, Mixed Berries, Mint Sprig",Beer,Fruity,3,21
David Beams 1838 Cocktail,https://www.thecocktailproject.com/drink-recipes/david-beams-1838-cocktail,"Jim Beam Rye, Lime, Jim Beam Rye, Lime, Pineapple Juice, Velvet Falernum Liqueur, Yellow Chartreuse Liqueur, Sugar Cane, Pineapple Parrot",Rye Whisky,Spicy,3,36
Courvoisier Classic,https://www.thecocktailproject.com/drink-recipes/courvoisier-classic,"Courvoisier VS Cognac, Sugar Cubes, Courvoisier VS Cognac, Sugar Cubes, Peychaud's Bitters, Absinthe, Lemon Peel",Cognac,Sweet,3,27
Tropical Spice,https://www.thecocktailproject.com/drink-recipes/tropical-spice,"Calico Jack Spiced Rum, Cruzan Coconut Rum, Calico Jack Spiced Rum, Cruzan Coconut Rum, Pineapple Juice, Cranberry Juice, Maraschino Cherries, Simple Garnishes",Rum,Sweet,3,42
Cognac Summit,https://www.thecocktailproject.com/drink-recipes/cognac-summit,"Courvoisier VSOP Cognac, Lime peel, Courvoisier VSOP Cognac, Lime peel, Ginger, Lemon-Lime Soda, Cucumber peel",Cognac,Sweet,3,37
Classic Mojito,https://www.thecocktailproject.com/drink-recipes/classic-mojito,"Cruzan Aged Light Rum, Simple Syrup, Cruzan Aged Light Rum, Simple Syrup, Lime Wedges, Fresh Mint Leaves, Soda Water",Rum,Sweet,3,49
Shining Light Spice,https://www.thecocktailproject.com/drink-recipes/shining-light-spice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Grapefruit Juice, Lemon Wedges",Bourbon,Sour,3,25
Louisville Skyline,https://www.thecocktailproject.com/drink-recipes/louisville-skyline,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist, Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist",Bourbon,Savory,3,35
Basil Haydens Classic Manhattan,https://www.thecocktailproject.com/drink-recipes/basil-haydens-classic-manhattan,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Angostura Bitters, Basil Hayden's Kentucky Straight Bourbon Whiskey, Angostura Bitters, Cherries",Bourbon,Savory,3,45
Spiced Cherry Sipper,https://www.thecocktailproject.com/drink-recipes/spiced-cherry-sipper,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Maraschino Cherries",Bourbon,Sweet,3,34
Spiced Cocoa,https://www.thecocktailproject.com/drink-recipes/spiced-cocoa,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Sugar, Salt, Cayenne Pepper",Bourbon,Hot,3,39
Minted Joe,https://www.thecocktailproject.com/drink-recipes/minted-joe,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Angostura Bitters, Fresh Mint Leaves",Bourbon,Savory,3,21
Spiced Christmas Punch,https://www.thecocktailproject.com/drink-recipes/spiced-christmas-punch,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Black Tea, Apple Cider, Lemon Juice, Simple Syrup, Angostura Bitters, Club Soda, Cinnamon Stick, Apple Slices, Nutmeg",Bourbon,Fruity,3,60
Independence Spice,https://www.thecocktailproject.com/drink-recipes/independence-spice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Simple Syrup, Blackberries, Fresh Mint Leaves, Wine, Sparkling",Bourbon,Sour,3,37
Pumpkin Bourbon Cider,https://www.thecocktailproject.com/drink-recipes/pumpkin-bourbon-cider,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Vermouth, Sweet, Sugar, Pumpkin Puree, Angostura Bitters, Hard Cider, Dry, Nutmeg, Cinnamon Stick",Bourbon,Sour,3,33
Dads Bourbon Mary,https://www.thecocktailproject.com/drink-recipes/dad-s-bourbon-mary,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Bloody Mary Mix, Basil Hayden's Kentucky Straight Bourbon Whiskey, Bloody Mary Mix, Lemon Juice, Tabasco Hot Sauce, Pepper, Black, Basil Leaves, Lemon Wedges",Bourbon,Savory,3,32
Guava Spice,https://www.thecocktailproject.com/drink-recipes/guava-spice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lime Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lime Juice, Maraschino Liqueur, Mint Sprig, Lime Wedges",Bourbon,Spicy,3,24
Dry Rye Manhattan,https://www.thecocktailproject.com/drink-recipes/dry-rye-manhattan,"Canadian Club 100% Rye, Angostura Bitters, Canadian Club 100% Rye, Angostura Bitters, Simple Syrup, Lemon Peel, Fresh Ingredient Enhancements",Rye Whisky,Savory,3,50
CC  Ginger,https://www.thecocktailproject.com/drink-recipes/cc-ginger,"Canadian Club 1858 Whisky, Ginger Ale, Canadian Club 1858 Whisky, Ginger Ale, Lime Wedges",Canadian Whisky,Sweet,4,71
Tree Trimmer,https://www.thecocktailproject.com/drink-recipes/tree-trimmer,"Jim Beam Original, DeKuyper Amaretto Liqueur, Jim Beam Original, DeKuyper Amaretto Liqueur",Bourbon,Sweet,3,37
Beam  Hops,https://www.thecocktailproject.com/drink-recipes/beam-and-hops,"Jim Beam Original, JDK & Sons¢â Fleur Elderflower Liqueur, Jim Beam Original, JDK & Sons¢â Fleur Elderflower Liqueur, Sour Mix, Basil Leaves, Lemon Wheel, Embracing Herbs and Spices",Beer,Savory,3,42
Limonlicious,https://www.thecocktailproject.com/drink-recipes/limonlicious,"Pinnacle Citrus Vodka, Lemonade, Pinnacle Citrus Vodka, Lemonade, Lime, Lemon Wedges",Vodka,Sweet,3,33
"Jim Beam Black
Manhattan",https://www.thecocktailproject.com/drink-recipes/jim-beam-black-manhattan,"Angostura Bitters, Jim Beam Black, Angostura Bitters, Jim Beam Black, Vermouth, Sweet, Cherries",Bourbon,N/A,3,43
Paris Dream,https://www.thecocktailproject.com/drink-recipes/paris-dream,"Pinnacle Original Vodka, Cranberry Juice, Pinnacle Original Vodka, Cranberry Juice",Vodka,Fruity,3,20
Flirty Fizz,https://www.thecocktailproject.com/drink-recipes/flirty-fizz,"Pinnacle Original Vodka, Cranberry Juice, Pinnacle Original Vodka, Cranberry Juice, Club Soda, Cranberries",Vodka,Fruity,3,33
Citrus Fizz,https://www.thecocktailproject.com/drink-recipes/citrus-fizz,"Pinnacle Citrus Vodka, Club Soda, Pinnacle Citrus Vodka, Club Soda, Raspberries, Lemon Wheel",Vodka,Sweet,3,42
Pool Party Punch,https://www.thecocktailproject.com/drink-recipes/pool-party-punch,"Pinnacle Original Vodka, Lemonade, Pinnacle Original Vodka, Lemonade, DeKuyper Blue Curacao Liqueur, Lemon Wedges",Vodka,Sweet,3,92
Amaretto Sour,https://www.thecocktailproject.com/drink-recipes/amaretto-sour,"Jim Beam Original, DeKuyper Amaretto Liqueur, Jim Beam Original, DeKuyper Amaretto Liqueur, Lemon-Lime Soda, Lemon Juice, Sugar, Lemon Wheel, Maraschino Cherries, Simple Garnishes",Bourbon,Sour,3,36
Samba Margarita,https://www.thecocktailproject.com/drink-recipes/samba-margarita,"Hornitos Plata Tequila, Agave Nectar, Hornitos Plata Tequila, Agave Nectar, DeKuyper Triple Sec Liqueur, Lime Juice",Tequila,Spicy,3,31
Vodka Lemonade,https://www.thecocktailproject.com/drink-recipes/vodka-lemonade,"Pinnacle Original Vodka, Lemonade, Pinnacle Original Vodka, Lemonade, Lemon Wheel",Vodka,Sweet,3,37
El Bombin,https://www.thecocktailproject.com/drink-recipes/el-bombin,"Sauza 901 Tequila, Grapefruit Juice, Sauza 901 Tequila, Grapefruit Juice, Honey Syrup, Orange Wheel",Tequila,Sweet,3,40
Zarza,https://www.thecocktailproject.com/drink-recipes/zarza,"Sauza 901 Tequila, Simple Syrup, Sauza 901 Tequila, Simple Syrup, Lemon Juice, Blackberries, DeKuyper Cr?me de Cassis Liqueur",Tequila,Fruity,3,27
Peach Old Fashioned,https://www.thecocktailproject.com/drink-recipes/peach-old-fashioned,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Peachtree Schnapps Liqueur, Orange, Cherries, Bitters",Bourbon,Fruity,3,102
Game Day Peach Sour,https://www.thecocktailproject.com/drink-recipes/game-day-peach-sour,"Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Sour Mix",Bourbon,Sour,3,43
Crisp Apple Ade,https://www.thecocktailproject.com/drink-recipes/crisp-apple-ade,"Jim Beam Apple, Lemonade, Jim Beam Apple, Lemonade, Lemon Wedges",Bourbon,Sweet,3,65
Orchard Twist,https://www.thecocktailproject.com/drink-recipes/orchard-twist,"Jim Beam Apple, Cranberry Juice, Jim Beam Apple, Cranberry Juice, Club Soda, Lime Wedges",Bourbon,Sweet,3,42
Jim Beam Apple Highball,https://www.thecocktailproject.com/drink-recipes/jim-beam-apple-highball,"Jim Beam Apple, Club Soda, Jim Beam Apple, Club Soda, Lemon Wedges",Bourbon,Fruity,3,54
Black Mule,https://www.thecocktailproject.com/drink-recipes/black-mule,"Ginger Beer, Ginger Beer, Bitters, Lime Wedges",Tequila,Sweet,3,59
Passion Car,https://www.thecocktailproject.com/drink-recipes/passion-car,"Courvoisier VS Cognac, DeKuyper Triple Sec Liqueur, Courvoisier VS Cognac, DeKuyper Triple Sec Liqueur, Lemon Sour, Passion Fruit Juice",Cognac,Sweet,3,39
Rye in Paradise,https://www.thecocktailproject.com/drink-recipes/rye-paradise,"Alberta Rye Dark Batch¢â Whisky, Cruzan Coconut Rum, Alberta Rye Dark Batch¢â Whisky, Cruzan Coconut Rum, Pineapple Juice, Nutmeg",Rum,Sweet,3,28
The Contemporary,https://www.thecocktailproject.com/drink-recipes/contemporary,"Sauza 901 Tequila, Agave Nectar, Sauza 901 Tequila, Agave Nectar, Orange Bitters, Orange Peel",Tequila,Sweet,3,46
First Class,https://www.thecocktailproject.com/drink-recipes/first-class-0,"Sauza 901 Tequila, DeKuyper Blue Curacao Liqueur, Sauza 901 Tequila, DeKuyper Blue Curacao Liqueur, Lemon Juice, Agave Nectar, Orange Bitters",Tequila,Sweet,3,39
Tequiliano,https://www.thecocktailproject.com/drink-recipes/tequiliano,"Sauza 901 Tequila, Campari, Sauza 901 Tequila, Campari, Vermouth, Sweet, Agave Syrup",Tequila,Sweet,3,31
Courvoisier Old Fashioned,https://www.thecocktailproject.com/drink-recipes/courvoisier-old-fashioned,"Sugar, Orange Zest, Sugar, Orange Zest, Bitters",Cognac,Sweet,3,32
Blazer,https://www.thecocktailproject.com/drink-recipes/blazer,"Courvoisier VSOP Cognac, DeKuyper Triple Sec Liqueur, Courvoisier VSOP Cognac, DeKuyper Triple Sec Liqueur, Coffee, Orange Zest, Bitters",Cognac,Sweet,3,29
Sparkling Cognac,https://www.thecocktailproject.com/drink-recipes/sparkling-cognac,"Courvoisier VSOP Cognac, Champagne, Courvoisier VSOP Cognac, Champagne, Sugar Cubes",Cognac,Sweet,3,41
Chili Chocolate Orange,https://www.thecocktailproject.com/drink-recipes/chili-chocolate-orange,"Courvoisier VSOP Cognac, DeKuyper Creme De Cacao Dark Liqueur, Courvoisier VSOP Cognac, DeKuyper Creme De Cacao Dark Liqueur, Orange Juice, Orange Bitters",Cognac,Sweet,2,42
Crusta,https://www.thecocktailproject.com/drink-recipes/crusta,"Courvoisier VSOP Cognac, DeKuyper Cherry Brandy, Courvoisier VSOP Cognac, DeKuyper Cherry Brandy, Lemon Juice, Bitters, Simple Syrup",Cognac,Sweet,3,26
Courvoisier Sidecar,https://www.thecocktailproject.com/drink-recipes/courvoisier-sidecar,"Courvoisier VSOP Cognac, Lemon Juice, Courvoisier VSOP Cognac, Lemon Juice, Simple Syrup, Lemon Twist",Cognac,Sweet,3,55
Apri Diem,https://www.thecocktailproject.com/drink-recipes/apri-diem,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Apricot Jam, Basil Hayden's Kentucky Straight Bourbon Whiskey, Apricot Jam, Ginger, Sliced, Lemon Juice, Orange Bitters, Variations of the Classic Martini",Bourbon,Sweet,3,19
A Warm Welcome,https://www.thecocktailproject.com/drink-recipes/warm-welcome,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Egg White, Basil Hayden's Kentucky Straight Bourbon Whiskey, Egg White, Lime Juice, Simple Syrup, Nutmeg",Bourbon,Sweet,3,34
Harbor Punch,https://www.thecocktailproject.com/drink-recipes/harbor-punch,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Iced Tea, Basil Hayden's Kentucky Straight Bourbon Whiskey, Iced Tea, Lemon Juice, Honey Syrup, Easy Ice Tips",Bourbon,Sweet,3,23
Stars  Stripes Spiced Ice,https://www.thecocktailproject.com/drink-recipes/stars-and-stripes-spiced-ice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Simple Syrup, Basil Hayden's Kentucky Straight Bourbon Whiskey, Simple Syrup, Lemon, Vanilla Bean, Scraped, Seeds Only, Basil Leaves, Basil",Bourbon,Sweet,3,21
Honey Toddy,https://www.thecocktailproject.com/drink-recipes/honey-toddy,"Jim Beam Honey, Lemonade, Jim Beam Honey, Lemonade, Lemon Wedges, Soda Water, Whole Cloves, Cinnamon Stick, Shaking & Stirring",Bourbon,Hot,3,41
Fireside Coco,https://www.thecocktailproject.com/drink-recipes/fireside-coco,"Jim Beam Kentucky Fire¢â, Hot Chocolate, Jim Beam Kentucky Fire¢â, Hot Chocolate, Marshmallows, Cinnamon Stick",Bourbon,Hot,3,47
Fire Apple,https://www.thecocktailproject.com/drink-recipes/fire-apple,"Jim Beam Kentucky Fire¢â, DeKuyper Red Apple Schnapps Liqueur, Jim Beam Kentucky Fire¢â, DeKuyper Red Apple Schnapps Liqueur",Bourbon,Spicy,3,23
Fire Drop,https://www.thecocktailproject.com/drink-recipes/fire-drop,"Jim Beam Kentucky Fire¢â, DeKuyper Triple Sec Liqueur, Jim Beam Kentucky Fire¢â, DeKuyper Triple Sec Liqueur, Lemon Sour, Sugar",Bourbon,Sour,3,17
Red Stag Half  Half,https://www.thecocktailproject.com/drink-recipes/red-stag-half-half,"Jim Beam, Iced Tea, Jim Beam, Iced Tea, Lemonade, Cherry",Bourbon,Sour,3,44
Bloody Beam,https://www.thecocktailproject.com/drink-recipes/bloody-beam,"Jim Beam Original, Basil Leaves, Jim Beam Original, Basil Leaves, Simple Syrup, Worcestershire sauce, Lemon Wedges",Bourbon,Savory,3,37
Beam Ade,https://www.thecocktailproject.com/drink-recipes/beam-ade,"DeKuyper Triple Sec Liqueur, Jim Beam Original, DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemonade, Lemon Wedges, Shaking & Stirring",Bourbon,Sweet,3,18
Jim Beam Manhattan,https://www.thecocktailproject.com/drink-recipes/jim-beam-manhattan,"Jim Beam Original, Vermouth, Sweet, Jim Beam Original, Vermouth, Sweet, Bitters, Lemon Peel, Maraschino Cherries",Bourbon,Savory,3,33
Kentucky Sweet Tea,https://www.thecocktailproject.com/drink-recipes/kentucky-sweet-tea,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Lemon Wedges",Bourbon,Sweet,3,50
Kentucky Sunrise,https://www.thecocktailproject.com/drink-recipes/kentucky-sunrise,"Grenadine, Jim Beam Original, Grenadine, Jim Beam Original, Orange Juice, Maraschino Cherries, Orange Slice",Bourbon,Fruity,3,41
Cranberry Cooler,https://www.thecocktailproject.com/drink-recipes/cranberry-cooler,"Cranberry Juice, DeKuyper Triple Sec Liqueur, Cranberry Juice, DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemon Sour, Lemon Wedges",Bourbon,Sweet,3,36
DeKuyper Fuzzy Beam,https://www.thecocktailproject.com/drink-recipes/dekuyper-fuzzy-beam,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Maraschino Cherries, Simple Garnishes",Bourbon,Fruity,3,15
Bourbon Sour,https://www.thecocktailproject.com/drink-recipes/bourbon-sour,"Jim Beam Original, Lemon Juice, Jim Beam Original, Lemon Juice, Lemon-Lime Soda, Sugar, Lemon Wheel, Maraschino Cherries",Bourbon,Sour,3,36
